STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT18
USC00305113,"EMMONS, NY US",10/26/1985,,,0,0,0,60,31,32,,,,,,
USC00305113,"EMMONS, NY US",10/27/1985,,,0,0,0,61,32,43,,,,,,
USC00305113,"EMMONS, NY US",10/28/1985,,,0,0,0,69,32,32,,,,,,
USC00305113,"EMMONS, NY US",10/29/1985,,,0,0,0,44,20,21,,,,,,
USC00305113,"EMMONS, NY US",10/30/1985,,,0,0,0,48,21,25,,,,,,
USC00305113,"EMMONS, NY US",10/31/1985,,,0,0,0,48,25,32,,,,,,
USC00305113,"EMMONS, NY US",12/1/1985,,,0.13,0,1,34,31,34,,,,,,
USC00305113,"EMMONS, NY US",12/2/1985,,,0.13,0,0,52,34,50,,,,,,
USC00305113,"EMMONS, NY US",12/3/1985,,,0.08,0.7,1,50,16,16,,,,,,
USC00305113,"EMMONS, NY US",12/4/1985,,,0,0,1,21,13,19,,,,,,
USC00305113,"EMMONS, NY US",12/5/1985,,,0,0,0,28,14,20,,,,,,
USC00305113,"EMMONS, NY US",12/6/1985,,,0.12,2.1,2,32,20,25,,,,,,
USC00305113,"EMMONS, NY US",12/7/1985,,,0,0,2,33,11,17,,,,,,
USC00305113,"EMMONS, NY US",12/8/1985,,,0,0,2,32,17,30,,,,,,
USC00305113,"EMMONS, NY US",12/9/1985,,,0,0,2,34,30,32,,,,,,
USC00305113,"EMMONS, NY US",12/10/1985,,,0.04,0.2,1,35,30,30,,,,,,
USC00305113,"EMMONS, NY US",12/11/1985,,,0.06,0.8,1,38,30,35,1,,,,,
USC00305113,"EMMONS, NY US",12/12/1985,,,0.16,0,0,37,33,34,,,,,,
USC00305113,"EMMONS, NY US",12/13/1985,,,0,0,0,35,27,30,,,,,,
USC00305113,"EMMONS, NY US",12/14/1985,,,0.43,3.8,4,33,23,23,,,,,,
USC00305113,"EMMONS, NY US",12/15/1985,,,0.01,0.1,4,25,12,12,,,,,,
USC00305113,"EMMONS, NY US",12/16/1985,,,0,0,4,26,12,25,,,,,,
USC00305113,"EMMONS, NY US",12/17/1985,,,0.04,1.3,5,33,16,16,,,,,,
USC00305113,"EMMONS, NY US",12/18/1985,,,0,0,5,26,14,17,,,,,,
USC00305113,"EMMONS, NY US",12/19/1985,,,0.11,0.5,5,17,6,6,,,,,,
USC00305113,"EMMONS, NY US",12/20/1985,,,0,0,5,21,-4,-4,,,,,,
USC00305113,"EMMONS, NY US",12/21/1985,,,0.01,0.2,5,22,-4,16,,,,,,
USC00305113,"EMMONS, NY US",12/22/1985,,,0,0,5,26,9,9,,,,,,
USC00305113,"EMMONS, NY US",12/23/1985,,,0.06,1.6,6,25,8,25,,,,,,
USC00305113,"EMMONS, NY US",12/24/1985,,,0.03,0.4,7,36,25,36,,,,,,
USC00305113,"EMMONS, NY US",12/25/1985,,,0.19,3.8,9,42,15,15,,,,,,
USC00305113,"EMMONS, NY US",12/26/1985,,,0,0,9,16,-2,2,,,,,,
USC00305113,"EMMONS, NY US",12/27/1985,,,0,0,9,15,1,14,,,,,,
USC00305113,"EMMONS, NY US",12/28/1985,,,0.06,0.8,10,30,14,15,,,,,,
USC00305113,"EMMONS, NY US",12/29/1985,,,0,0,10,25,11,16,,,,,,
USC00305113,"EMMONS, NY US",12/30/1985,,,0.01,0.3,10,26,15,20,,,,,,
USC00305113,"EMMONS, NY US",12/31/1985,,,0,0,10,31,15,31,,,,,,
USC00305113,"EMMONS, NY US",1/1/1986,,,0,0,10,37,26,26,,,,,,
USC00305113,"EMMONS, NY US",1/2/1986,,,0,0,10,30,10,11,,,,,,
USC00305113,"EMMONS, NY US",1/3/1986,,,0,0,9,40,11,40,,,,,,
USC00305113,"EMMONS, NY US",1/4/1986,,,0.12,0.2,6,42,15,16,,,,,,
USC00305113,"EMMONS, NY US",1/5/1986,,,0.02,0.1,6,32,16,31,,,,,,
USC00305113,"EMMONS, NY US",1/6/1986,,,0,0,6,36,21,24,,,,,,
USC00305113,"EMMONS, NY US",1/7/1986,,,0.04,0.7,7,28,10,10,,,,,,
USC00305113,"EMMONS, NY US",1/8/1986,,,0.01,0.2,7,16,2,2,,,,,,
USC00305113,"EMMONS, NY US",1/9/1986,,,0,0,7,18,2,17,,,,,,
USC00305113,"EMMONS, NY US",1/10/1986,,,0,0,5,37,17,31,,,,,,
USC00305113,"EMMONS, NY US",1/11/1986,,,0,0,5,35,15,15,,,,,,
USC00305113,"EMMONS, NY US",1/12/1986,,,0,0,5,37,15,36,,,,,,
USC00305113,"EMMONS, NY US",1/13/1986,,,0,0,3,49,31,34,,,,,,
USC00305113,"EMMONS, NY US",1/14/1986,,,0,0,3,34,-5,-5,,,,,,
USC00305113,"EMMONS, NY US",1/15/1986,,,0,0,3,10,-11,-11,,,,,,
USC00305113,"EMMONS, NY US",1/16/1986,,,0,0,3,14,-11,9,,,,,,
USC00305113,"EMMONS, NY US",1/17/1986,,,0,0,3,32,9,32,,,,,,
USC00305113,"EMMONS, NY US",1/18/1986,,,0.05,0,1,47,32,43,,,,,,
USC00305113,"EMMONS, NY US",1/19/1986,,,0,0,0,53,35,46,,,,,,
USC00305113,"EMMONS, NY US",1/20/1986,,,0.17,0,0,54,37,40,1,,,,,
USC00305113,"EMMONS, NY US",1/21/1986,,,0.15,0.8,1,56,29,30,,,,,,
USC00305113,"EMMONS, NY US",1/22/1986,,,0,0,1,39,19,38,,,,,,
USC00305113,"EMMONS, NY US",1/23/1986,,,0,0,0,53,20,20,,,,,,
USC00305113,"EMMONS, NY US",1/24/1986,,,0,0,0,29,6,6,,,,,,
USC00305113,"EMMONS, NY US",1/25/1986,,,0,0,0,28,6,23,,,,,,
USC00305113,"EMMONS, NY US",1/26/1986,,,0.29,0.5,1,35,23,32,,,,,,
USC00305113,"EMMONS, NY US",1/27/1986,,,0.87,8.6,10,35,26,26,,,,,,
USC00305113,"EMMONS, NY US",1/28/1986,,,0.03,0.4,10,28,2,2,,,,,,
USC00305113,"EMMONS, NY US",1/29/1986,,,0,0,10,13,1,2,,,,,,
USC00305113,"EMMONS, NY US",1/30/1986,,,0.05,1.1,11,18,-2,-1,,,,,,
USC00305113,"EMMONS, NY US",1/31/1986,,,0,0,10,26,-1,16,,,,,,
USC00305113,"EMMONS, NY US",2/1/1986,,,0,0,10,27,-1,1,,,,,,
USC00305113,"EMMONS, NY US",2/2/1986,,,0.28,3.8,12,39,1,38,1,,,,,
USC00305113,"EMMONS, NY US",2/3/1986,,,0,0,11,38,24,24,,,,,,
USC00305113,"EMMONS, NY US",2/4/1986,,,0,0,11,32,21,23,,,,,,
USC00305113,"EMMONS, NY US",2/5/1986,,,0.22,0.9,11,38,23,38,,,,,,
USC00305113,"EMMONS, NY US",2/6/1986,,,0,0,11,38,19,19,,,,,,
USC00305113,"EMMONS, NY US",2/7/1986,,,0,0,11,24,10,10,,,,,,
USC00305113,"EMMONS, NY US",2/8/1986,,,0.42,4.6,15,18,10,14,,,,,,
USC00305113,"EMMONS, NY US",2/9/1986,,,0.02,0.1,15,27,14,20,,,,,,
USC00305113,"EMMONS, NY US",2/10/1986,,,0.01,0.1,15,29,12,15,,,,,,
USC00305113,"EMMONS, NY US",2/11/1986,,,0,0,15,29,5,10,,,,,,
USC00305113,"EMMONS, NY US",2/12/1986,,,0,0,15,25,-3,1,,,,,,
USC00305113,"EMMONS, NY US",2/13/1986,,,0.06,1.5,16,22,1,10,,,,,,
USC00305113,"EMMONS, NY US",2/14/1986,,,0,0,16,24,-4,-1,,,,,,
USC00305113,"EMMONS, NY US",2/15/1986,,,0.04,0.6,16,25,-1,5,,,,,,
USC00305113,"EMMONS, NY US",2/16/1986,,,0.01,0.1,16,26,5,13,,,,,,
USC00305113,"EMMONS, NY US",2/17/1986,,,0.06,2.8,19,27,13,26,,,,,,
USC00305113,"EMMONS, NY US",2/18/1986,,,0.02,0,18,35,26,32,1,,,,,
USC00305113,"EMMONS, NY US",2/19/1986,,,0.02,0,16,39,32,33,1,,,,,
USC00305113,"EMMONS, NY US",2/20/1986,,,0.03,0,14,42,33,33,1,,,,,
USC00305113,"EMMONS, NY US",2/21/1986,,,0.07,0,11,38,33,36,,,,,,
USC00305113,"EMMONS, NY US",2/22/1986,,,0.17,1.2,10,38,13,13,,,,,,
USC00305113,"EMMONS, NY US",2/23/1986,,,0,0,10,30,11,27,,,,,,
USC00305113,"EMMONS, NY US",2/24/1986,,,0.07,1.4,11,31,20,21,,,,,,
USC00305113,"EMMONS, NY US",2/25/1986,,,0.01,0.1,11,29,12,14,,,,,,
USC00305113,"EMMONS, NY US",2/26/1986,,,0,0,11,23,-1,1,,,,,,
USC00305113,"EMMONS, NY US",2/27/1986,,,0,0,11,20,-6,-5,,,,,,
USC00305113,"EMMONS, NY US",2/28/1986,,,0,0,11,28,-5,12,,,,,,
USC00305113,"EMMONS, NY US",3/1/1986,,,0,0,11,24,11,19,,,,,,
USC00305113,"EMMONS, NY US",3/2/1986,,,0,0,10,33,13,19,,,,,,
USC00305113,"EMMONS, NY US",3/3/1986,,,0,0,10,30,13,14,,,,,,
USC00305113,"EMMONS, NY US",3/4/1986,,,0,0,8,43,14,19,,,,,,
USC00305113,"EMMONS, NY US",3/5/1986,,,0,0,7,40,19,31,,,,,,
USC00305113,"EMMONS, NY US",3/6/1986,,,0,0,6,40,27,27,,,,,,
USC00305113,"EMMONS, NY US",3/7/1986,,,0.09,1.3,6,38,14,14,,,,,,
USC00305113,"EMMONS, NY US",3/8/1986,,,0.03,0.3,6,17,-3,-2,,,,,,
USC00305113,"EMMONS, NY US",3/9/1986,,,0.03,0.2,6,21,-2,21,,,,,,
USC00305113,"EMMONS, NY US",3/10/1986,,,0.07,0,6,37,21,27,1,,,,,
USC00305113,"EMMONS, NY US",3/11/1986,,,0.02,0,3,54,27,52,,,,,,
USC00305113,"EMMONS, NY US",3/12/1986,,,0.01,0,2,53,21,27,,,,,,
USC00305113,"EMMONS, NY US",3/13/1986,,,0.01,0,2,42,27,32,1,,,,,
USC00305113,"EMMONS, NY US",3/14/1986,,,0.02,0,1,42,32,35,1,,,,,
USC00305113,"EMMONS, NY US",3/15/1986,,,0.66,0,1,42,33,35,,,,,,
USC00305113,"EMMONS, NY US",3/16/1986,,,0.01,0,1,48,30,31,1,,,,,
USC00305113,"EMMONS, NY US",3/17/1986,,,0,0,1,41,31,33,,,1,,,
USC00305113,"EMMONS, NY US",3/18/1986,,,0,0,1,40,26,26,,,,,,
USC00305113,"EMMONS, NY US",3/19/1986,,,0.17,0,0,52,26,50,,1,,,,
USC00305113,"EMMONS, NY US",3/20/1986,,,0.44,0,0,66,21,21,,,,,,
USC00305113,"EMMONS, NY US",3/21/1986,,,0,0,0,26,3,4,,,,,,
USC00305113,"EMMONS, NY US",3/22/1986,,,0,0,0,26,3,11,,,,,,
USC00305113,"EMMONS, NY US",3/23/1986,,,0,0,0,42,11,33,,,,,,
USC00305113,"EMMONS, NY US",3/24/1986,,,0,0,0,55,29,29,,,,,,
USC00305113,"EMMONS, NY US",3/25/1986,,,0,0,0,40,20,30,,,,,,
USC00305113,"EMMONS, NY US",3/26/1986,,,0,0,0,64,30,51,,,,,,
USC00305113,"EMMONS, NY US",3/27/1986,,,0.16,0,0,72,43,44,1,,,,,
USC00305113,"EMMONS, NY US",3/28/1986,,,0.21,0,0,56,34,36,,,,,,
USC00305113,"EMMONS, NY US",3/29/1986,,,0,0,0,54,36,54,,,,,,
USC00305113,"EMMONS, NY US",3/30/1986,,,0,0,0,77,54,60,,,,,,
USC00305113,"EMMONS, NY US",3/31/1986,,,0,0,0,83,38,38,,,,,,
USC00305113,"EMMONS, NY US",4/1/1986,,,0,0,0,63,31,33,,,,,,
USC00305113,"EMMONS, NY US",4/2/1986,,,0.02,0,0,79,33,42,,,,,,
USC00305113,"EMMONS, NY US",4/3/1986,,,0,0,0,57,27,27,,,,,,
USC00305113,"EMMONS, NY US",4/4/1986,,,0,0,0,64,27,47,,,,,,
USC00305113,"EMMONS, NY US",4/5/1986,,,0.05,0,0,53,29,30,1,,,,,
USC00305113,"EMMONS, NY US",4/6/1986,,,0.08,0,0,52,30,37,,,,,,
USC00305113,"EMMONS, NY US",4/7/1986,,,0.12,0,0,44,37,42,,,,,,
USC00305113,"EMMONS, NY US",4/8/1986,,,0.07,0,0,56,39,48,,,,,,
USC00305113,"EMMONS, NY US",4/9/1986,,,0.07,0,0,58,36,37,,,1,,,
USC00305113,"EMMONS, NY US",4/10/1986,,,0.07,0.1,0,42,31,31,,,,,,
USC00305113,"EMMONS, NY US",4/11/1986,,,0.05,0.1,0,38,26,27,,,,,,
USC00305113,"EMMONS, NY US",4/12/1986,,,0.03,0.8,0,38,27,31,,,,,,
USC00305113,"EMMONS, NY US",4/13/1986,,,0,0,0,45,28,31,,,,,,
USC00305113,"EMMONS, NY US",4/14/1986,,,0,0,0,53,25,26,,,,,,
USC00305113,"EMMONS, NY US",4/15/1986,,,0,0,0,64,26,31,,,,,,
USC00305113,"EMMONS, NY US",4/16/1986,,,0.42,0,0,63,31,42,,,,,,
USC00305113,"EMMONS, NY US",4/17/1986,,,0.14,0,0,49,41,48,,,,,,
USC00305113,"EMMONS, NY US",4/18/1986,,,0,0,0,65,32,35,,,,,,
USC00305113,"EMMONS, NY US",4/19/1986,,,0,0,0,68,30,33,,,,,,
USC00305113,"EMMONS, NY US",4/20/1986,,,0,0,0,73,33,51,,,,,,
USC00305113,"EMMONS, NY US",4/21/1986,,,0,0,0,72,50,55,,,,,,
USC00305113,"EMMONS, NY US",4/22/1986,,,0.12,0,0,58,33,33,,,,,,
USC00305113,"EMMONS, NY US",4/23/1986,,,0.54,8.1,8,43,28,29,,,,,,
USC00305113,"EMMONS, NY US",4/24/1986,,,0.12,1.3,3,48,23,28,,,,,,
USC00305113,"EMMONS, NY US",4/25/1986,,,0,0,0,62,28,31,,,,,,
USC00305113,"EMMONS, NY US",4/26/1986,,,0,0,0,70,31,44,,,,,,
USC00305113,"EMMONS, NY US",4/27/1986,,,0.08,0,0,71,42,44,1,,,,,
USC00305113,"EMMONS, NY US",4/28/1986,,,0,0,0,73,40,40,,,,,,
USC00305113,"EMMONS, NY US",4/29/1986,,,0,0,0,82,40,47,,,,,,
USC00305113,"EMMONS, NY US",4/30/1986,,,0.05,0,0,73,43,45,,,,,,
USC00305113,"EMMONS, NY US",5/1/1986,,,0.02,0,0,67,42,46,,,,,,
USC00305113,"EMMONS, NY US",5/2/1986,,,0.26,0,0,74,38,38,,,,,,
USC00305113,"EMMONS, NY US",5/3/1986,,,0,0,0,44,30,32,,,,,,
USC00305113,"EMMONS, NY US",5/4/1986,,,0,0,0,41,29,31,,,,,,
USC00305113,"EMMONS, NY US",5/5/1986,,,0,0,0,56,31,56,,,,,,
USC00305113,"EMMONS, NY US",5/6/1986,,,0,0,0,81,45,46,,,,,,
USC00305113,"EMMONS, NY US",5/7/1986,,,0,0,0,80,46,57,,,,,,
USC00305113,"EMMONS, NY US",5/8/1986,,,0,0,0,79,43,44,,,,,,
USC00305113,"EMMONS, NY US",5/9/1986,,,0,0,0,62,36,36,,,,,,
USC00305113,"EMMONS, NY US",5/10/1986,,,0,0,0,65,30,31,,,,,,
USC00305113,"EMMONS, NY US",5/11/1986,,,0,0,0,71,31,35,,,,,,
USC00305113,"EMMONS, NY US",5/12/1986,,,0,0,0,71,35,37,,,,,,
USC00305113,"EMMONS, NY US",5/13/1986,,,0,0,0,69,37,38,,,,,,
USC00305113,"EMMONS, NY US",5/14/1986,,,0,0,0,74,38,42,,,,,,
USC00305113,"EMMONS, NY US",5/15/1986,,,0,0,0,74,42,52,,,,,,
USC00305113,"EMMONS, NY US",5/16/1986,,,0.01,0,0,64,52,57,,1,,,,
USC00305113,"EMMONS, NY US",5/17/1986,,,0.86,0,0,72,55,59,,,,,,
USC00305113,"EMMONS, NY US",5/18/1986,,,0.03,0,0,72,50,51,1,1,,,,
USC00305113,"EMMONS, NY US",5/19/1986,,,0.13,0,0,86,51,59,1,,,,,
USC00305113,"EMMONS, NY US",5/20/1986,,,0.54,0,0,85,59,62,,1,,,,
USC00305113,"EMMONS, NY US",5/21/1986,,,0.71,0,0,71,61,61,,,,,,
USC00305113,"EMMONS, NY US",5/22/1986,,,0.83,0,0,65,53,54,,1,,,,
USC00305113,"EMMONS, NY US",5/23/1986,,,0.57,0,0,65,53,54,,,,,,
USC00305113,"EMMONS, NY US",5/24/1986,,,0.01,0,0,66,49,51,,,,,,
USC00305113,"EMMONS, NY US",5/25/1986,,,0.04,0,0,64,51,54,,,,,,
USC00305113,"EMMONS, NY US",5/26/1986,,,0,0,0,78,46,47,1,,,,,
USC00305113,"EMMONS, NY US",5/27/1986,,,0,0,0,78,46,48,,,,,,
USC00305113,"EMMONS, NY US",5/28/1986,,,0,0,0,79,48,55,,,,,,
USC00305113,"EMMONS, NY US",5/29/1986,,,0,0,0,78,49,49,1,,,,,
USC00305113,"EMMONS, NY US",5/30/1986,,,0,0,0,85,49,57,,,,,,
USC00305113,"EMMONS, NY US",5/31/1986,,,0,0,0,86,57,62,,,,,,
USC00305113,"EMMONS, NY US",6/1/1986,,,0.67,0,0,79,61,63,,1,,,,
USC00305113,"EMMONS, NY US",6/2/1986,,,0.84,0,0,85,49,49,,,,,,
USC00305113,"EMMONS, NY US",6/3/1986,,,0,0,0,56,31,32,1,,,,,
USC00305113,"EMMONS, NY US",6/4/1986,,,0,0,0,65,32,51,,,,,,
USC00305113,"EMMONS, NY US",6/5/1986,,,0.05,0,0,78,51,65,,,,,,
USC00305113,"EMMONS, NY US",6/6/1986,,,0.56,0,0,74,60,61,,,,,,
USC00305113,"EMMONS, NY US",6/7/1986,,,1.16,0,0,65,59,59,,,,,,
USC00305113,"EMMONS, NY US",6/8/1986,,,0.02,0,0,76,59,68,,,,,,
USC00305113,"EMMONS, NY US",6/9/1986,,,0.06,0,0,78,46,48,,,,,,
USC00305113,"EMMONS, NY US",6/10/1986,,,0,0,0,71,40,40,1,,,,,
USC00305113,"EMMONS, NY US",6/11/1986,,,0,0,0,80,40,67,,,,,,
USC00305113,"EMMONS, NY US",6/12/1986,,,0.32,0,0,73,60,60,,,,,,
USC00305113,"EMMONS, NY US",6/13/1986,,,0.4,0,0,61,54,57,,,,,,
USC00305113,"EMMONS, NY US",6/14/1986,,,0,0,0,67,49,50,1,,,,,
USC00305113,"EMMONS, NY US",6/15/1986,,,0,0,0,76,48,52,,,,,,
USC00305113,"EMMONS, NY US",6/16/1986,,,0,0,0,81,52,69,,1,,,,
USC00305113,"EMMONS, NY US",6/17/1986,,,0.31,0,0,83,48,48,,,,,,
USC00305113,"EMMONS, NY US",6/18/1986,,,0,0,0,62,40,42,,,,,,
USC00305113,"EMMONS, NY US",6/19/1986,,,0,0,0,67,42,43,,,,,,
USC00305113,"EMMONS, NY US",6/20/1986,,,0.97,0,0,69,43,58,,1,,,,
USC00305113,"EMMONS, NY US",6/21/1986,,,0.01,0,0,73,45,47,1,,,,,
USC00305113,"EMMONS, NY US",6/22/1986,,,0,0,0,76,44,46,,,,,,
USC00305113,"EMMONS, NY US",6/23/1986,,,0.08,0,0,78,46,67,,,,,,
USC00305113,"EMMONS, NY US",6/24/1986,,,0,0,0,77,51,52,,1,,,,
USC00305113,"EMMONS, NY US",6/25/1986,,,0.06,0,0,75,44,47,,,,,,
USC00305113,"EMMONS, NY US",6/26/1986,,,0,0,0,62,40,47,,,,,,
USC00305113,"EMMONS, NY US",6/27/1986,,,0,0,0,74,47,55,,,,,,
USC00305113,"EMMONS, NY US",6/28/1986,,,0.08,0,0,84,55,67,,,,,,
USC00305113,"EMMONS, NY US",6/29/1986,,,0.02,0,0,82,59,61,,,,,,
USC00305113,"EMMONS, NY US",6/30/1986,,,0,0,0,77,47,49,,,,,,
USC00305113,"EMMONS, NY US",7/1/1986,,,0,0,0,71,42,42,,,,,,
USC00305113,"EMMONS, NY US",7/2/1986,,,0.24,0,0,77,42,57,,,,,,
USC00305113,"EMMONS, NY US",7/3/1986,,,0.51,0,0,65,52,55,,,,,,
USC00305113,"EMMONS, NY US",7/4/1986,,,0.04,0,0,63,41,41,,,,,,
USC00305113,"EMMONS, NY US",7/5/1986,,,0,0,0,75,41,68,,,,,,
USC00305113,"EMMONS, NY US",7/6/1986,,,0,0,0,87,68,70,,,,,,
USC00305113,"EMMONS, NY US",7/7/1986,,,0,0,0,90,63,64,1,,,,,
USC00305113,"EMMONS, NY US",7/8/1986,,,0.06,0,0,89,57,58,,1,,,,
USC00305113,"EMMONS, NY US",7/9/1986,,,0,0,0,84,58,66,,,,,,
USC00305113,"EMMONS, NY US",7/10/1986,,,0,0,0,80,51,51,,,,,,
USC00305113,"EMMONS, NY US",7/11/1986,,,0,0,0,72,44,45,1,,,,,
USC00305113,"EMMONS, NY US",7/12/1986,,,0.46,0,0,76,45,56,,1,,,,
USC00305113,"EMMONS, NY US",7/13/1986,,,0.96,0,0,67,56,64,,1,,,,
USC00305113,"EMMONS, NY US",7/14/1986,,,0.36,0,0,76,61,65,,,,,,
USC00305113,"EMMONS, NY US",7/15/1986,,,0.01,0,0,74,54,55,1,,,,,
USC00305113,"EMMONS, NY US",7/16/1986,,,0,0,0,78,49,51,,,,,,
USC00305113,"EMMONS, NY US",7/17/1986,,,0,0,0,80,51,58,1,,,,,
USC00305113,"EMMONS, NY US",7/18/1986,,,0,0,0,79,58,66,,,,,,
USC00305113,"EMMONS, NY US",7/19/1986,,,0.06,0,0,84,65,66,,,,,,
USC00305113,"EMMONS, NY US",7/20/1986,,,0,0,0,85,66,71,,,,,,
USC00305113,"EMMONS, NY US",7/21/1986,,,0,0,0,76,67,67,,,,,,
USC00305113,"EMMONS, NY US",7/22/1986,,,0,0,0,73,54,54,1,,,,,
USC00305113,"EMMONS, NY US",7/23/1986,,,0,0,0,81,54,54,1,,,,,
USC00305113,"EMMONS, NY US",7/24/1986,,,0,0,0,83,54,55,1,,,,,
USC00305113,"EMMONS, NY US",7/25/1986,,,0,0,0,84,55,70,,,,,,
USC00305113,"EMMONS, NY US",7/26/1986,,,0,0,0,83,69,75,,1,,,,
USC00305113,"EMMONS, NY US",7/27/1986,,,0.7,0,0,80,67,67,,,,,,
USC00305113,"EMMONS, NY US",7/28/1986,,,0.04,0,0,81,67,68,,,,,,
USC00305113,"EMMONS, NY US",7/29/1986,,,0,0,0,83,64,64,1,1,,1,,
USC00305113,"EMMONS, NY US",7/30/1986,,,0.83,0,0,81,64,64,,1,,,,
USC00305113,"EMMONS, NY US",7/31/1986,,,0.51,0,0,75,59,60,,,,,,
USC00305113,"EMMONS, NY US",8/1/1986,,,0.05,0,0,71,59,64,,1,,,,
USC00305113,"EMMONS, NY US",8/2/1986,,,0.55,0,0,78,57,57,1,1,,,,
USC00305113,"EMMONS, NY US",8/3/1986,,,0.2,0,0,75,57,62,1,1,,,,
USC00305113,"EMMONS, NY US",8/4/1986,,,0.06,0,0,79,55,55,1,,,,,
USC00305113,"EMMONS, NY US",8/5/1986,,,0,0,0,77,52,52,1,,,,,
USC00305113,"EMMONS, NY US",8/6/1986,,,0,0,0,80,52,62,1,,,,,
USC00305113,"EMMONS, NY US",8/7/1986,,,0,0,0,80,62,65,,1,,,,
USC00305113,"EMMONS, NY US",8/8/1986,,,0.46,0,0,80,61,64,,,,,,
USC00305113,"EMMONS, NY US",8/9/1986,,,0.06,0,0,80,62,65,,,,,,
USC00305113,"EMMONS, NY US",8/10/1986,,,0.04,0,0,77,57,58,1,,,,,
USC00305113,"EMMONS, NY US",8/11/1986,,,0.7,0,0,78,58,65,,,,,,
USC00305113,"EMMONS, NY US",8/12/1986,,,0,0,0,75,47,48,1,,,,,
USC00305113,"EMMONS, NY US",8/13/1986,,,0,0,0,72,46,46,1,,,,,
USC00305113,"EMMONS, NY US",8/14/1986,,,0,0,0,76,46,49,1,,,,,
USC00305113,"EMMONS, NY US",8/15/1986,,,0,0,0,77,49,64,,1,,,,
USC00305113,"EMMONS, NY US",8/16/1986,,,1.23,0,0,78,64,64,,,,,,
USC00305113,"EMMONS, NY US",8/17/1986,,,0,0,0,81,64,65,1,,,,,
USC00305113,"EMMONS, NY US",8/18/1986,,,0.29,0,0,83,62,63,,1,,,,
USC00305113,"EMMONS, NY US",8/19/1986,,,0.74,0,0,82,61,62,,,,,,
USC00305113,"EMMONS, NY US",8/20/1986,,,0,0,0,80,57,57,1,,,,,
USC00305113,"EMMONS, NY US",8/21/1986,,,0,0,0,81,57,59,,,,,,
USC00305113,"EMMONS, NY US",8/22/1986,,,0,0,0,70,58,59,,,,,,
USC00305113,"EMMONS, NY US",8/23/1986,,,0,0,0,74,50,51,1,,,,,
USC00305113,"EMMONS, NY US",8/24/1986,,,0.25,0,0,74,51,56,,,,,,
USC00305113,"EMMONS, NY US",8/25/1986,,,0,0,0,60,48,48,,,,,,
USC00305113,"EMMONS, NY US",8/26/1986,,,0,0,0,70,47,48,,,,,,
USC00305113,"EMMONS, NY US",8/27/1986,,,0.21,0,0,77,48,67,,1,,,,
USC00305113,"EMMONS, NY US",8/28/1986,,,0.02,0,0,71,48,48,,,,,,
USC00305113,"EMMONS, NY US",8/29/1986,,,0,0,0,59,37,38,,,,,,
USC00305113,"EMMONS, NY US",8/30/1986,,,0,0,0,61,35,36,1,,,,,
USC00305113,"EMMONS, NY US",8/31/1986,,,0,0,0,68,36,41,1,,,,,
USC00305113,"EMMONS, NY US",9/1/1986,,,0,0,0,74,41,46,1,,,,,
USC00305113,"EMMONS, NY US",9/2/1986,,,0,0,0,74,46,53,,,,,,
USC00305113,"EMMONS, NY US",9/3/1986,,,0,0,0,75,52,52,1,,,,,
USC00305113,"EMMONS, NY US",9/4/1986,,,0,0,0,74,52,60,,,,,,
USC00305113,"EMMONS, NY US",9/5/1986,,,0,0,0,67,60,63,,,,,,
USC00305113,"EMMONS, NY US",9/6/1986,,,0.43,0,0,67,52,52,1,,,,,
USC00305113,"EMMONS, NY US",9/7/1986,,,0.01,0,0,69,43,46,,,,,,
USC00305113,"EMMONS, NY US",9/8/1986,,,0,0,0,60,39,40,1,,,,,
USC00305113,"EMMONS, NY US",9/9/1986,,,0,0,0,64,35,36,1,,,,,
USC00305113,"EMMONS, NY US",9/10/1986,,,0,0,0,70,36,41,1,,,,,
USC00305113,"EMMONS, NY US",9/11/1986,,,0,0,0,73,41,65,,,,,,
USC00305113,"EMMONS, NY US",9/12/1986,,,0,0,0,79,65,72,,,,,,
USC00305113,"EMMONS, NY US",9/13/1986,,,0.18,0,0,76,43,43,,,,,,
USC00305113,"EMMONS, NY US",9/14/1986,,,0,0,0,69,39,39,,,,,,
USC00305113,"EMMONS, NY US",9/15/1986,,,0,0,0,59,35,38,,,,,,
USC00305113,"EMMONS, NY US",9/16/1986,,,0.19,0,0,63,38,41,,1,,,,
USC00305113,"EMMONS, NY US",9/17/1986,,,0,0,0,51,33,33,1,,,,,
USC00305113,"EMMONS, NY US",9/18/1986,,,0,0,0,63,33,34,,,,,,
USC00305113,"EMMONS, NY US",9/19/1986,,,0.04,0,0,62,34,55,1,,,,,
USC00305113,"EMMONS, NY US",9/20/1986,,,0,0,0,62,51,51,1,,,,,
USC00305113,"EMMONS, NY US",9/21/1986,,,0.17,0,0,63,51,57,,,,,,
USC00305113,"EMMONS, NY US",9/22/1986,,,0,0,0,64,47,48,,,,,,
USC00305113,"EMMONS, NY US",9/23/1986,,,0.07,0,0,65,48,64,,1,,,,
USC00305113,"EMMONS, NY US",9/24/1986,,,0.68,0,0,69,57,57,,,,,,
USC00305113,"EMMONS, NY US",9/25/1986,,,0,0,0,74,51,51,1,,,,,
