STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/5/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,53,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/6/1990,0.58,",,0,2400",0,",,0,",0,",,0,",,,51,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/7/1990,0.02,",,0,2400",0,",,0,",0,",,0,",,,45,",,0",30,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/8/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,46,",,0",26,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/9/1990,0.05,",,0,2400",0,",,0,",0,",,0,",,,43,",,0",20,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/10/1990,2.21,",,0,2400",0,",,0,",0,",,0,",,,42,",,0",39,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/11/1990,0.04,",,0,2400",0.3,",,0,",0,",,0,",,,42,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/12/1990,0.01,",,0,2400",0.1,",,0,",0,"T,,0,",,,38,",,0",25,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/13/1990,0,",,0,2400",0,",,0,",0,",,0,",,,35,",,0",23,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/14/1990,0,",,0,2400",0,",,0,",0,",,0,",,,41,",,0",24,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/15/1990,0,",,0,2400",0,",,0,",0,",,0,",,,62,",,0",28,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/16/1990,0,",,0,2400",0,",,0,",0,",,0,",,,70,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/17/1990,0.34,",,0,2400",0,",,0,",0,",,0,",,,60,",,0",35,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/18/1990,0,",,0,2400",0,",,0,",0,",,0,",,,36,",,0",27,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/19/1990,0,",,0,2400",0,",,0,",0,",,0,",,,41,",,0",25,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/20/1990,0,",,0,2400",0,",,0,",0,",,0,",,,43,",,0",26,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/21/1990,0,",,0,2400",0,",,0,",0,",,0,",,,47,",,0",27,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/22/1990,0.05,",,0,2400",0,",,0,",0,",,0,",,,50,",,0",25,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/23/1990,0.37,",,0,2400",0,",,0,",0,",,0,",,,48,",,0",43,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/24/1990,0,",,0,2400",0,",,0,",0,",,0,",,,46,",,0",36,",,0",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/25/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,62,",,0",35,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/26/1990,0,",,0,2400",0,",,0,",0,",,0,",,,48,",,0",29,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/27/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,54,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/28/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,68,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/29/1990,0,",,0,2400",0,",,0,",0,",,0,",,,54,",,0",32,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,11/30/1990,0,",,0,2400",0,",,0,",0,",,0,",,,40,",,0",26,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/1/1990,0,",,0,2400",0,",,0,",0,",,0,",,,49,",,0",28,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/2/1990,0,",,0,2400",0,",,0,",0,",,0,",,,51,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/3/1990,0.2,",,0,2400",1.6,",,0,",0,",,0,",,,38,",,0",26,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/4/1990,0.74,",,0,2400",0,",,0,",0,",,0,",,,48,",,0",34,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/5/1990,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,34,",,0",25,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/6/1990,0,",,0,2400",0,",,0,",0,",,0,",,,40,",,0",24,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/7/1990,0,",,0,2400",0,",,0,",0,",,0,",,,41,",,0",29,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/8/1990,0,",,0,2400",0,",,0,",0,",,0,",,,48,",,0",29,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/9/1990,0,",,0,2400",0,",,0,",0,",,0,",,,42,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/10/1990,0,",,0,2400",0,",,0,",0,",,0,",,,48,",,0",25,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/11/1990,0,",,0,2400",0,",,0,",0,",,0,",,,32,",,0",18,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/12/1990,0,",,0,2400",0,",,0,",0,",,0,",,,44,",,0",27,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/13/1990,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,49,",,0",32,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/14/1990,0,",,0,2400",0,",,0,",0,",,0,",,,32,",,0",13,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/15/1990,0.25,",,0,2400",1.7,",,0,",0,",,0,",,,32,",,0",13,",,0",1,",,0",1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,0",1,",,X",1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/16/1990,0.24,",,0,2400",0.5,",,0,",1,",,0,",,,37,",,0",30,",,0",1,",,0",1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,0",1,",,X",1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/17/1990,0,",,0,2400",0,",,0,",0,"T,,0,",,,38,",,0",23,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/18/1990,0.6,",,0,2400",0,",,0,",0,",,0,",,,42,",,0",27,",,0",1,",,0",,,,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,1,",,0",1,",,X",,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/19/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,42,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/20/1990,0,",,0,2400",0,",,0,",0,",,0,",,,35,",,0",19,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/21/1990,0.24,",,0,2400",0,",,0,",0,",,0,",,,53,",,0",35,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/22/1990,0,"T,,0,2400",0,",,0,",0,",,0,",,,60,",,0",52,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/23/1990,0.1,",,0,2400",0,",,0,",0,",,0,",,,64,",,0",39,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/24/1990,0.4,",,0,2400",0,"T,,0,",0,",,0,",,,40,",,0",19,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/25/1990,0,",,0,2400",0,",,0,",0,",,0,",,,28,",,0",16,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/26/1990,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,29,",,0",14,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/27/1990,0,",,0,2400",0,",,0,",0,",,0,",,,21,",,0",10,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/28/1990,0.36,",,0,2400",4.7,",,0,",4,",,0,",,,33,",,0",19,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/29/1990,0.02,",,0,2400",0,",,0,",4,",,0,",,,39,",,0",32,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/30/1990,0.34,",,0,2400",0,",,0,",0,",,0,",,,47,",,0",39,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,12/31/1990,0.01,",,0,2400",0,"T,,0,",0,",,0,",,,41,",,0",16,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/1/1991,0,",,0,2400",0,",,0,",0,",,0,",,,32,",,0",12,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/2/1991,0,",,0,2400",0,",,0,",0,",,0,",,,44,",,0",23,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/3/1991,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,33,",,0",19,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/4/1991,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,31,",,0",16,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/5/1991,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,33,",,0",11,",,0",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/6/1991,0,"T,,0,2400",0,"T,,0,",0,"T,,0,",,,36,",,0",29,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/7/1991,0,"T,,0,2400",0,"T,,0,",0,",,0,",,,30,",,0",10,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/8/1991,0,",,0,2400",0,",,0,",0,",,0,",,,19,",,0",4,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/9/1991,0.26,",,0,2400",1.9,",,0,",1,",,0,",,,34,",,0",18,",,0",1,",,0",,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,0",1,",,X",1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/10/1991,0,"T,,0,2400",0,"T,,0,",1,",,0,",,,36,",,0",10,",,0",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/11/1991,0.67,",,0,2400",6.8,",,0,",1,",,0,",,,11,",,0",5,",,0",1,",,0",,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/12/1991,0.33,",,0,2400",1.4,",,0,",9,",,0,",,,28,",,0",11,",,0",1,",,0",,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,0",1,",,X",1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/13/1991,0,",,0,2400",0,",,0,",8,",,0,",,,29,",,0",11,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/14/1991,0,",,0,2400",0,",,0,",7,",,0,",,,30,",,0",4,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/15/1991,0,",,0,2400",0,",,0,",6,",,0,",,,43,",,0",20,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/16/1991,0.42,",,0,2400",0,",,0,",5,",,0,",,,36,",,0",19,",,0",1,",,0",1,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,1,",,0",1,",,X",,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/17/1991,0.07,",,0,2400",0,"T,,0,",4,",,0,",,,41,",,0",34,",,0",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/18/1991,0.02,",,0,2400",0.2,",,0,",4,",,0,",,,37,",,0",28,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/19/1991,0,",,0,2400",0,",,0,",4,",,0,",,,38,",,0",22,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/20/1991,0,"T,,0,2400",0,"T,,0,",3,",,0,",,,42,",,0",22,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/21/1991,0.02,",,0,2400",0.3,",,0,",3,",,0,",,,22,",,0",3,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/22/1991,0,"T,,0,2400",0,"T,,0,",3,",,0,",,,12,",,0",-4,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/23/1991,0,",,0,2400",0,",,0,",3,",,0,",,,29,",,0",0,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/24/1991,0,"T,,0,2400",0,"T,,0,",2,",,0,",,,31,",,0",16,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/25/1991,0,",,0,2400",0,",,0,",2,",,0,",,,16,",,0",3,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/26/1991,0,",,0,2400",0,",,0,",2,",,0,",,,25,",,0",0,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/27/1991,0,"T,,0,2400",0,"T,,0,",1,",,0,",,,35,",,0",14,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/28/1991,0.03,",,0,2400",0.1,",,0,",1,",,0,",,,44,",,0",24,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/29/1991,0,",,0,2400",0,",,0,",1,",,0,",,,43,",,0",17,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/30/1991,0.25,",,0,2400",0,",,0,",0,"T,,0,",,,40,",,0",24,",,0",1,",,0",,,,,,,,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,0",1,",,X",,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,1/31/1991,0.08,",,0,2400",0.5,",,0,",1,",,0,",,,29,",,0",20,",,0",1,",,0",,,,,1,",,0",,,1,",,0",,,,,1,",,0",,,,,,,,,,,1,",,0",1,",,X",1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/1/1991,0.01,",,0,2400",0.5,",,0,",1,",,0,",,,25,",,0",10,",,0",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/2/1991,0,",,0,2400",0,",,0,",1,",,0,",,,43,",,0",17,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/3/1991,0,",,0,2400",0,",,0,",0,",,0,",,,56,",,0",22,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/4/1991,0,",,0,2400",0,",,0,",0,"T,,0,",,,61,",,0",27,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/5/1991,0,",,0,2400",0,",,0,",0,",,0,",,,55,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/6/1991,0.05,",,0,2400",0,",,0,",0,",,0,",,,55,",,0",33,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,2/7/1991,0.62,",,0,2400",0,",,0,",0,",,0,",,,40,",,0",35,",,0",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
