STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/27/1992,,,,,,,,,0.02,",,0,0800",0,"P,,0",0,"P,,0",46,",,0",27,",,0",33,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/28/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",47,",,0",25,",,0",30,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/29/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",53,",,0",30,",,0",40,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/30/1992,,,,,,,,,0.11,",,0,0800",0,"P,,0",0,"P,,0",55,",,0",38,",,0",38,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/31/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",40,",,0",33,",,0",35,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/1/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,",,0",33,",I,0",30,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/2/1992,,,,,,,,,0.05,",,0,0800",0,"P,,0",0,"P,,0",37,",,0",28,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/3/1992,,,,,,,,,1.45,",,0,0800",0,"P,,0",0,"P,,0",42,",,0",28,",,0",41,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/4/1992,,,,,,,,,0.02,",,0,0800",0,"P,,0",0,"P,,0",46,",,0",39,",,0",39,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/5/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",54,",,0",38,",,0",39,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/6/1992,,,,,,,,,0.24,",,0,0800",0,"T,,0",0,"T,,0",38,",,0",32,",,0",33,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/7/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",0,"T,,0",38,",,0",24,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/8/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",32,",,0",14,",,0",17,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/9/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",29,",,0",14,",,0",20,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/10/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",34,",,0",19,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/11/1992,,,,,,,,,0.22,",,0,0800",0,"P,,0",0,"P,,0",46,",,0",19,",,0",39,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/12/1992,,,,,,,,,0.17,",,0,0800",0,"P,,0",0,"P,,0",46,",,0",40,",,0",44,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/13/1992,,,,,,,,,1.1,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",37,",,0",37,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/14/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",42,",,0",25,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/15/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",35,",,0",17,",,0",21,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/16/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",31,",,0",16,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/17/1992,,,,,,,,,0.07,",,0,0800",0,"T,,0",0,"P,,0",31,",,0",19,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/18/1992,,,,,,,,,0.07,",,0,0800",0,"P,,0",0,"P,,0",33,",,0",26,",,0",32,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/19/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",0,"P,,0",33,",,0",15,",,0",16,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/20/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",35,",,0",16,",,0",21,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/21/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",38,",,0",20,",,0",35,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/22/1992,,,,,,,,,0.93,",,0,0800",0,"P,,0",0,"P,,0",53,",,0",34,",,0",52,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/23/1992,,,,,,,,,0.63,",,0,0800",0,"P,,0",0,"P,,0",61,",,0",51,",,0",55,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/24/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",59,",,0",36,",,0",36,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/25/1992,,,,,,,,,0.33,",,0,0800",0,"P,,0",0,"P,,0",42,",,0",36,",,0",40,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/26/1992,,,,,,,,,0.16,",,0,0800",0,"P,,0",0,"P,,0",46,",,0",40,",,0",46,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/27/1992,,,,,,,,,0.22,",,0,0800",0,"P,,0",0,"P,,0",51,",,0",37,",,0",37,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/28/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",38,",,0",29,",,0",34,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/29/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",37,",,0",26,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/30/1992,,,,,,,,,0.05,",,0,0800",0,"T,,0",0,"T,,0",34,",,0",29,",,0",29,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/1/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,",,0",35,",,0",27,",,0",29,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/2/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",38,",,0",25,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/3/1992,,,,,,,,,0.03,",,0,0800",0,"T,,0",0,"T,,0",36,",,0",27,",,0",30,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/4/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",0,"T,,0",33,",,0",17,",,0",17,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/5/1992,,,,,,,,,0.18,",,0,0800",1,",,0",1,",,0",32,",,0",17,",,0",25,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/6/1992,,,,,,,,,0.01,",,0,0800",,,2,",,0",27,",,0",12,",,0",13,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/7/1992,,,,,,,,,0,"P,,0,0800",0,",,0",2,",,0",28,",,0",13,",,0",23,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/8/1992,,,,,,,,,0.01,",,0,0800",,,2,",,0",29,",,0",20,",,0",20,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/9/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",2,",,0",23,",,0",7,",,0",7,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/10/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",2,",,0",24,",,0",4,",,0",15,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/11/1992,,,,,,,,,0.66,",,0,0800",4.9,",,0",6,",,0",31,",,0",15,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/12/1992,,,,,,,,,0.44,",,0,0800",4,",,0",10,",,0",36,",,0",28,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/13/1992,,,,,,,,,0.08,",,0,0800",1,",,0",11,",,0",31,",,0",27,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/14/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",9,",,0",41,",,0",11,",,0",11,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/15/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",7,",,0",41,",,0",11,",,0",11,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/16/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",6,",,0",43,",,0",11,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/17/1992,,,,,,,,,0.21,",,0,0800",0,"P,,0",5,",,0",33,",,0",31,",,0",33,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/18/1992,,,,,,,,,0.41,",,0,0800",0,"P,,0",4,",,0",39,",,0",30,",,0",30,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/19/1992,,,,,,,,,0,"P,,0,0800",0,"P,,0",4,",,0",33,",,0",16,",,0",25,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/20/1992,,,,,,,,,0.19,",,0,0800",0,",,0",3,",,0",37,",,0",30,",I,0",36,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/21/1992,,,,,,,,,0,"T,,0,0800",0,"P,,0",3,",,0",40,",,0",11,",,0",11,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/22/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",3,",,0",27,",,0",11,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/23/1992,,,,,,,,,0,"P,,0,0800",0,",,0",3,",,0",35,",,0",18,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/24/1992,,,,,,,,,0.01,",,0,0800",1,",,0",3,",,0",38,",,0",15,",I,0",5,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/25/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",3,",,0",15,",,0",0,",,0",5,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/26/1992,,,,,,,,,0,"P,,0,0800",0,",,0",3,",,0",26,",,0",5,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/27/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",3,",,0",20,",,0",-4,",,0",-3,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/28/1992,,,,,,,,,0,"T,,0,0800",0,"T,,0",3,",,0",22,",,0",-3,",,0",22,",,0,0700",,,,,1,",,0",,,1,",,0",,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/29/1992,,,,,,,,,0.07,",,0,0800",0,"T,,0",3,",,0",32,",,0",22,",,0",32,",,0,0700",1,",,0",,,1,",,0",,,1,",,0",,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/30/1992,,,,,,,,,0.05,",,0,0800",0,"P,,0",3,",,0",44,",,0",32,",,0",37,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/31/1992,,,,,,,,,1.08,",,0,0800",0,"P,,0",1,",,0",52,",,0",34,",,0",50,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/1/1993,,,,,,,,,0,"T,,0,0800",0,"P,,0",0,",,0",55,",,0",24,",,0",24,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/2/1993,,,,,,,,,0,"T,,0,0800",0,"T,,0",0,"P,,0",24,",,0",14,",,0",16,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/3/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",23,",,0",12,",,0",17,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/4/1993,,,,,,,,,0.12,",,0,0800",,,0,"T,,0",38,",,0",18,",,0",38,",,0,0700",,,,,,,,,1,",,0",,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/5/1993,,,,,,,,,0.64,",,0,0800",0,"P,,0",0,"P,,0",52,",,0",38,",,0",53,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/6/1993,,,,,,,,,0.03,",,0,0800",0,"P,,0",0,"P,,0",54,",,0",29,",,0",29,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/7/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",33,",,0",22,",,0",24,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/8/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",35,",,0",24,",,0",32,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/9/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",32,",,0",18,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/10/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",0,"P,,0",23,",,0",12,",,0",14,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/11/1993,,,,,,,,,0.21,",,0,0800",2.5,",,0",3,",,0",19,",,0",14,",,0",15,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/12/1993,,,,,,,,,0.27,",,0,0800",2.3,",,0",5,",,0",24,",,0",15,",,0",24,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/13/1993,,,,,,,,,0.47,",,0,0800",0,"P,,0",4,",,0",31,",,0",24,",,0",30,",,0,0700",,,1,",,0",,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/14/1993,,,,,,,,,0.42,",,0,0800",2,",,0",6,",,0",32,",,0",28,",,0",28,",,0,0700",,,1,",,0",,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/15/1993,,,,,,,,,0,"T,,0,0800",0,"P,,0",6,",,0",28,",,0",22,",,0",24,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/16/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",6,",,0",28,",,0",12,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/17/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",6,",,0",25,",,0",19,",,0",21,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/18/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",6,",,0",28,",,0",10,",,0",12,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/19/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",6,",,0",20,",,0",2,",,0",4,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/20/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",6,",,0",23,",,0",3,",,0",16,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/21/1993,,,,,,,,,0,"P,,0,0800",0,",,0",6,",,0",32,",,0",5,",,0",11,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/22/1993,,,,,,,,,0.21,",,0,0800",0,"T,,0",5,",,0",34,",,0",11,",,0",32,",,0,0700",1,",,0",,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/23/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",4,",,0",39,",,0",31,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/24/1993,,,,,,,,,0,",,0,0800",0,"P,,0",2,",,0",38,",,0",26,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/25/1993,,,,,,,,,0.21,",,0,0800",0,"P,,0",1,",,0",45,",,0",22,",,0",22,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/26/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",1,",,0",27,",,0",7,",,0",8,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/27/1993,,,,,,,,,0,"P,,0,0800",0,",,0",1,",,0",30,",,0",8,",,0",18,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/28/1993,,,,,,,,,0,"T,,0,0800",0,"T,,0",1,",,0",29,",,0",13,",,0",14,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/29/1993,,,,,,,,,0.05,",,0,0800",0.5,",,0",1,",,0",31,",,0",14,",,0",25,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/30/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",1,",,0",25,",,0",9,",,0",17,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,1/31/1993,,,,,,,,,,,2,",,0",3,",,0",28,",,0",16,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/1/1993,,,,,,,,,0.07,",,0,0800",1,",,0",4,",,0",32,",,0",2,",,0",2,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/2/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",4,",,0",6,",,0",-8,",,0",-7,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/3/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",4,",,0",19,",,0",-7,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/4/1993,,,,,,,,,0.03,",,0,0800",,,3,",,0",42,",,0",19,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/5/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",24,",,0",13,",,0",18,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/6/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",42,",,0",4,",,0",4,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/7/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",11,",,0",-10,",,0",-8,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/8/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",23,",,0",-8,",,0",21,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/9/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",28,",,0",3,",,0",6,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/10/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",33,",,0",6,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/11/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",3,",,0",47,",,0",27,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/12/1993,,,,,,,,,0,"P,,0,0800",0,"P,,0",2,",,0",36,",,0",18,",,0",18,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/13/1993,,,,,,,,,0.66,",,0,0800",4.5,",,0",6,",,0",28,",,0",18,",,0",23,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/14/1993,,,,,,,,,0.06,",,0,0800",0.5,",,0",7,",,0",26,",,0",16,",,0",16,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/15/1993,,,,,,,,,0,"T,,0,0800",0,"T,,0",7,",,0",35,",,0",6,",,0",17,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/16/1993,,,,,,,,,0.13,",,0,0800",1.5,",,0",7,",,0",30,",,0",17,",,0",24,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/17/1993,,,,,,,,,0.94,",,0,0800",6,",,0",13,",,0",34,",,0",23,",,0",23,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,2/18/1993,,,,,,,,,0.05,",,0,0800",,,13,",,0",24,",,0",5,",,0",11,",,0,0700",,,,,,,,,,,,,,
